Horizontal_Distance_To_Roadways,Soil_Type22,Soil_Type23,Soil_Type29,Horizontal_Distance_To_Fire_Points,Slope,Wilderness_Area4,Soil_Type39,Soil_Type38,Soil_Type2,Soil_Type40,Soil_Type4
270,0,0,0,1356,16,0,0,0,0,0,0
1026,0,0,0,2173,19,0,0,0,0,0,0
2856,0,0,0,2770,15,0,0,0,0,0,0
895,0,0,1,1566,32,0,0,0,0,0,0
4170,0,0,0,5130,9,0,0,0,0,0,0
5841,0,0,1,4054,6,0,0,0,0,0,0
722,0,0,0,849,27,0,0,0,0,0,0
2803,0,0,0,1230,7,0,0,0,0,0,0
1560,0,0,0,1121,10,0,0,0,0,0,1
1291,0,0,0,2405,12,0,0,0,0,0,0
666,0,0,0,750,20,1,0,0,0,0,1
6012,0,0,0,426,6,0,0,1,0,0,0
3840,0,0,1,2701,16,0,0,0,0,0,0
2863,0,0,0,1510,8,0,0,0,0,0,0
3453,0,0,0,3801,4,0,0,0,0,0,0
379,0,0,1,1288,20,0,0,0,0,0,0
2310,0,0,0,1519,6,0,0,0,0,0,0
1100,0,0,0,1396,27,0,0,0,0,0,0
4052,0,0,0,2279,26,0,0,0,0,0,0
4309,0,0,0,685,11,0,0,0,0,0,0
666,0,0,0,201,32,1,0,0,0,0,0
1653,1,0,0,3590,15,0,0,0,0,0,0
3340,0,1,0,4092,10,0,0,0,0,0,0
1493,0,0,0,1516,9,0,0,0,0,0,0
1332,0,0,0,1655,14,0,1,0,0,0,0
1724,0,0,0,1380,8,0,0,0,0,0,0
5378,0,0,0,4569,19,0,0,0,0,0,0
769,0,0,0,1295,10,0,0,0,0,0,0
1943,0,0,0,2789,7,0,0,0,0,0,0
4212,0,0,0,850,17,0,0,0,0,0,0
1269,0,0,0,1672,24,0,0,0,0,0,0
5504,0,0,1,4981,10,0,0,0,0,0,0
1090,0,0,0,875,21,0,0,0,0,0,0
6213,0,0,0,4502,23,0,0,0,0,0,0
552,0,0,0,1082,9,1,0,0,0,0,0
3226,0,0,1,1599,24,0,0,0,0,0,0
1018,0,0,0,2340,11,0,0,0,0,0,0
2619,0,0,0,1260,8,0,0,0,0,0,0
256,0,0,0,547,28,0,0,0,0,0,0
2173,0,0,0,1415,4,0,0,0,0,0,0
3697,0,0,0,2925,9,0,0,0,0,1,0
1054,0,0,0,2051,7,0,0,0,0,0,0
3737,0,0,1,5340,10,0,0,0,0,0,0
1061,0,0,0,577,24,1,0,0,0,0,0
339,0,0,0,708,17,0,0,0,0,0,0
1376,0,0,0,553,9,0,0,0,0,0,0
450,0,0,0,1041,27,1,0,0,0,0,0
853,0,0,0,424,13,0,0,0,0,0,0
4980,0,0,0,4018,40,0,0,0,0,0,0
1936,0,0,0,1482,25,0,0,0,0,0,0
1167,0,0,0,1851,27,0,0,0,0,0,0
240,0,0,0,534,38,1,0,0,0,0,0
228,1,0,0,1082,18,0,0,0,0,0,0
2646,0,0,1,1933,13,0,0,0,0,0,0
671,0,0,0,957,12,0,0,0,0,0,0
3540,0,0,0,1973,9,0,0,0,0,0,0
2873,0,1,0,752,11,0,0,0,0,0,0
4548,0,0,1,2125,11,0,0,0,0,0,0
1782,0,0,0,1664,16,0,0,0,0,1,0
1939,0,0,1,3849,25,0,0,0,0,0,0
2254,0,0,0,659,7,0,0,0,0,0,0
1802,0,0,0,1989,9,0,0,0,0,0,0
1315,0,0,0,1167,30,1,0,0,0,0,0
1348,0,0,0,2471,8,0,0,0,0,0,0
532,0,0,0,2763,14,0,0,0,0,0,0
5917,0,0,1,5866,12,0,0,0,0,0,0
3031,0,0,0,3226,10,0,0,0,0,0,0
1410,0,0,0,3420,10,0,0,0,0,0,0
1231,0,0,0,2106,4,0,0,0,0,0,0
916,0,1,0,892,7,0,0,0,0,0,0
150,0,0,0,1198,23,0,0,0,0,0,0
5473,0,1,0,2382,14,0,0,0,0,0,0
3321,0,0,1,5884,7,0,0,0,0,0,0
1325,0,0,0,2067,5,0,0,0,0,0,0
1401,0,1,0,990,21,0,0,0,0,0,0
4147,0,0,1,4080,12,0,0,0,0,0,0
2624,0,0,0,1366,15,0,0,1,0,0,0
3594,0,0,0,2817,14,0,0,0,0,0,0
2884,1,0,0,543,15,0,0,0,0,0,0
1448,0,0,0,1753,24,0,0,0,0,0,1
3596,0,0,1,3469,10,0,0,0,0,0,0
1630,0,0,0,2819,24,0,1,0,0,0,0
3971,0,0,1,5437,9,0,0,0,0,0,0
1499,0,0,0,1214,19,0,0,0,0,0,0
2165,0,0,1,2359,13,0,0,0,0,0,0
1638,0,0,0,1851,14,0,0,0,0,0,0
4775,0,0,1,2274,6,0,0,0,0,0,0
4319,1,0,0,3231,12,0,0,0,0,0,0
1426,0,1,0,849,10,0,0,0,0,0,0
2763,0,0,0,1481,13,0,0,0,0,0,0
1706,0,0,0,2214,10,0,0,0,0,0,0
812,0,0,0,2011,18,0,0,0,0,0,0
5109,0,0,0,3248,17,0,0,0,0,1,0
3247,1,0,0,547,5,0,0,0,0,0,0
2148,0,0,0,2901,20,0,0,0,0,0,0
2413,0,0,0,2839,18,0,0,0,0,0,0
3762,0,0,0,3128,29,0,1,0,0,0,0
457,0,0,0,2981,28,0,0,0,0,0,0
2722,0,0,0,2404,20,0,1,0,0,0,0
3636,0,0,0,1383,17,0,1,0,0,0,0
1765,0,0,0,2642,25,0,0,0,0,0,0
2658,0,0,0,247,13,0,0,0,0,0,0
2128,0,0,0,743,21,0,0,0,0,0,0
5086,1,0,0,947,24,0,0,0,0,0,0
4070,0,0,1,3038,18,0,0,0,0,0,0
644,0,0,1,1813,14,0,0,0,0,0,0
2469,0,0,0,3555,7,0,0,0,0,0,0
1931,0,0,0,2737,20,0,0,0,0,0,0
1034,0,0,0,1518,21,0,0,0,0,0,0
5734,0,0,1,3958,12,0,0,0,0,0,0
819,0,0,0,124,19,0,0,0,0,0,0
983,0,0,1,648,16,0,0,0,0,0,0
1092,0,0,0,1684,10,0,0,0,0,0,0
2325,0,0,0,1969,5,0,0,0,0,0,0
3088,0,0,0,3203,12,0,0,0,0,0,0
3810,0,0,0,4718,5,0,0,0,0,0,0
2296,0,0,0,633,21,0,0,0,0,0,0
2681,0,0,0,1095,19,0,0,0,0,0,0
5720,0,1,0,1601,8,0,0,0,0,0,0
3212,0,0,0,3423,10,0,0,0,0,0,0
2162,0,0,0,518,25,0,0,0,0,0,1
2353,0,0,1,1170,14,0,0,0,0,0,0
1731,0,0,0,2435,11,0,0,0,0,0,0
5263,0,0,0,2219,2,0,0,0,0,0,0
2736,0,0,0,5282,8,0,0,0,0,0,0
3275,0,0,0,977,23,0,0,0,0,0,0
2256,0,0,0,2040,25,0,0,0,0,0,0
1195,0,0,0,342,8,0,0,0,0,0,0
2312,0,0,0,684,14,0,0,0,0,0,0
1601,0,0,0,1087,13,0,0,0,1,0,0
553,0,0,0,3101,31,0,0,0,0,0,0
4019,0,0,1,2408,15,0,0,0,0,0,0
732,0,0,0,882,13,0,0,0,0,0,0
1940,0,0,0,3085,13,0,0,0,0,0,0
1284,0,0,1,4138,6,0,0,0,0,0,0
1747,0,0,0,553,13,0,0,0,0,0,0
902,0,0,0,1261,17,0,0,0,0,0,0
1396,0,0,0,2673,12,0,0,0,0,0,0
4097,0,0,0,5756,6,0,0,0,0,0,0
882,0,0,0,1490,22,0,0,0,0,0,1
2430,0,0,0,782,5,0,0,0,0,0,0
2377,0,0,1,2502,14,0,0,0,0,0,0
1296,0,0,0,553,34,1,0,0,0,0,0
4703,0,1,0,3428,7,0,0,0,0,0,0
1200,0,0,0,1738,10,0,0,0,0,1,0
182,0,0,0,1945,27,0,0,0,0,0,0
5204,1,0,0,1290,21,0,0,0,0,0,0
912,0,0,0,1087,23,1,0,0,0,0,0
2363,0,0,0,2805,19,0,0,0,0,0,0
6819,0,0,0,2933,9,0,0,0,0,0,0
540,0,0,1,890,21,0,0,0,0,0,0
5515,0,0,1,819,10,0,0,0,0,0,0
3097,0,0,0,759,11,0,0,0,0,0,0
2766,1,0,0,1055,13,0,0,0,0,0,0
2431,0,0,0,2766,11,0,0,0,0,0,0
726,0,0,0,1981,18,0,0,0,0,0,0
2160,0,0,1,1630,5,0,0,0,0,0,0
3154,0,1,0,3468,7,0,0,0,0,0,0
4790,0,0,0,700,7,0,0,0,0,0,0
1019,0,1,0,1871,14,0,0,0,0,0,0
3139,0,0,1,1679,14,0,0,0,0,0,0
3823,0,0,0,2370,4,0,0,0,0,0,0
2938,0,0,1,1231,10,0,0,0,0,0,0
2508,0,0,1,2889,11,0,0,0,0,0,0
4768,0,0,1,2270,1,0,0,0,0,0,0
2460,0,0,0,2282,20,0,0,0,0,0,0
1517,0,0,0,3004,17,0,1,0,0,0,0
1302,0,0,0,1875,4,0,0,0,0,0,0
553,0,0,0,722,16,0,0,0,0,0,0
3444,0,0,0,1106,20,0,0,0,0,0,0
2070,0,0,0,1839,24,0,0,0,0,0,0
1530,0,0,0,6096,7,0,0,0,0,0,0
509,0,0,0,390,22,1,0,0,0,0,0
180,0,0,0,258,22,1,0,0,0,0,0
524,0,0,0,1203,23,0,0,0,0,0,0
1650,0,0,0,1460,11,0,0,0,0,0,0
800,0,1,0,2223,8,0,0,0,0,0,0
3628,0,1,0,2718,7,0,0,0,0,0,0
474,0,0,0,661,26,1,0,0,0,0,0
1050,0,0,0,454,23,0,0,0,0,0,0
1181,0,0,0,2080,8,0,0,0,0,0,0
1806,0,0,1,5324,7,0,0,0,0,0,0
2845,0,0,0,1132,12,0,0,0,0,0,0
2822,0,0,0,1312,11,0,0,0,0,0,0
1261,0,0,0,1657,24,0,0,0,0,0,0
3261,0,0,0,2239,13,0,0,0,0,0,0
153,1,0,0,716,19,0,0,0,0,0,0
972,0,1,0,1443,17,0,0,0,0,0,0
2353,0,0,0,1806,22,0,0,0,0,1,0
2871,0,0,0,108,21,0,0,0,0,0,0
3870,0,0,1,4802,14,0,0,0,0,0,0
3843,0,0,0,2955,20,0,0,0,0,0,0
1022,0,0,0,1728,10,0,0,0,0,0,0
0,0,0,0,391,7,1,0,0,1,0,0
3515,0,0,0,2533,15,0,0,0,0,0,0
2431,0,0,0,2510,17,0,0,0,0,0,0
2242,0,1,0,828,5,0,0,0,0,0,0
1608,0,0,1,2808,18,0,0,0,0,0,0
1103,0,0,0,2221,21,0,0,0,0,0,0
210,1,0,0,698,20,0,0,0,0,0,0
277,0,1,0,1500,13,0,0,0,0,0,0
3141,0,0,0,3618,9,0,0,0,0,0,0
2995,0,0,0,2871,13,0,0,0,0,0,0
2187,0,0,0,1041,10,0,0,0,0,0,0
3522,0,0,0,964,33,0,0,0,0,0,0
674,0,0,0,1316,18,0,0,0,0,0,0
624,0,0,0,916,27,0,0,0,0,0,0
4415,0,0,1,3288,7,0,0,0,0,0,0
2971,0,0,0,492,23,0,0,0,0,0,0
1114,0,0,0,2407,16,0,0,0,0,0,0
2324,0,0,0,6902,8,0,0,0,0,0,0
443,0,0,1,1521,23,0,0,0,0,0,0
4562,0,1,0,3221,13,0,0,0,0,0,0
541,0,1,0,2435,9,0,0,0,0,0,0
2706,0,0,0,2780,8,0,0,0,0,0,0
2232,0,1,0,708,13,0,0,0,0,0,0
685,0,0,0,1911,23,0,0,0,0,0,1
451,1,0,0,871,21,0,0,0,0,0,0
5943,0,0,0,4751,24,0,0,0,0,0,0
1706,0,0,0,1095,29,0,0,0,0,0,0
3583,0,0,0,4075,9,0,0,0,0,0,0
3578,0,1,0,3449,10,0,0,0,0,0,0
108,0,0,0,190,16,1,0,0,0,0,0
1575,0,0,1,1746,8,0,0,0,0,0,0
3397,0,0,0,5317,11,0,0,0,0,0,0
2520,0,1,0,2248,5,0,0,0,0,0,0
983,0,0,1,3276,14,0,0,0,0,0,0
5336,1,0,0,2742,18,0,0,0,0,0,0
6101,0,0,1,2636,10,0,0,0,0,0,0
1150,0,0,0,2932,11,0,0,0,0,0,0
1950,0,0,0,1159,4,0,0,0,0,0,0
1074,0,0,0,1200,15,0,0,0,0,0,0
1034,0,1,0,532,17,0,0,0,0,0,0
2863,0,0,1,691,3,0,0,0,0,0,0
5128,0,1,0,2594,1,0,0,0,0,0,0
3046,0,0,0,2490,7,0,0,0,0,0,0
2282,0,0,0,977,21,0,0,0,0,0,0
5408,0,0,1,1146,9,0,0,0,0,0,0
6006,0,0,1,1959,20,0,0,0,0,0,0
1470,0,0,0,2133,16,0,0,0,0,0,0
745,0,0,0,1328,30,1,0,0,0,0,0
2185,0,0,0,552,10,0,0,0,0,0,0
1671,0,0,0,6320,10,0,0,0,0,0,0
3783,0,0,1,4671,13,0,0,0,0,0,0
201,0,0,0,488,31,1,0,0,0,0,0
3215,0,0,0,2624,13,0,0,0,0,0,0
752,0,0,0,1689,14,0,0,0,0,0,0
420,0,0,1,541,17,0,0,0,0,0,0
3191,0,0,0,1584,16,0,0,0,0,0,0
242,0,0,0,2045,29,0,0,0,0,0,0
1861,0,0,1,6388,14,0,0,0,0,0,0
301,0,0,1,1282,23,0,0,0,0,0,0
1892,0,0,0,2391,17,0,0,0,0,0,0
2765,0,0,0,60,16,0,0,0,0,0,0
752,0,0,1,2610,17,0,0,0,0,0,0
594,1,0,0,541,13,0,0,0,0,0,0
1032,0,1,0,1947,18,0,0,0,0,0,0
750,0,0,0,510,9,0,0,0,0,0,0
531,0,0,0,513,21,1,0,0,0,0,0
969,0,0,0,1848,10,0,0,0,0,0,0
4521,0,0,0,5080,14,0,0,0,0,0,0
552,0,0,0,366,20,1,0,0,0,0,0
2048,0,0,0,2906,2,0,0,0,0,0,0
5301,0,0,0,484,24,0,0,0,0,0,0
1698,0,0,0,752,5,0,0,0,0,0,0
2423,0,0,0,997,26,0,0,0,0,0,0
90,0,0,0,474,15,1,0,0,0,0,0
2215,0,0,0,1471,6,0,0,0,0,0,0
1965,0,0,1,2053,15,0,0,0,0,0,0
5629,0,0,0,4179,9,0,0,0,0,0,0
886,1,0,0,1022,19,0,0,0,0,0,0
4052,0,0,0,2402,14,0,0,0,0,0,0
4133,0,0,0,1215,6,0,0,1,0,0,0
990,0,0,0,2271,23,0,0,0,0,0,0
1273,0,0,0,1832,6,0,0,0,0,0,0
1214,0,0,0,2191,20,0,0,0,0,0,0
5102,0,1,0,2148,8,0,0,0,0,0,0
3037,0,1,0,457,15,0,0,0,0,0,0
335,0,0,0,1237,14,0,0,0,0,0,0
2866,0,0,0,2101,11,0,1,0,0,0,0
1530,0,0,1,2207,15,0,0,0,0,0,0
1641,1,0,0,192,11,0,0,0,0,0,0
1898,0,0,0,1019,15,0,0,0,0,0,0
2075,0,0,0,702,29,0,0,0,0,0,0
1148,0,0,0,516,15,0,0,0,0,0,0
234,0,0,0,446,20,1,0,0,0,0,0
1194,1,0,0,2471,13,0,0,0,0,0,0
150,0,0,0,875,32,0,0,0,0,0,0
2654,0,0,0,990,10,0,0,0,0,0,0
990,0,0,1,182,5,0,0,0,0,0,0
330,0,0,0,451,19,0,0,0,0,0,0
390,0,0,0,655,22,1,0,0,0,0,0
1065,0,0,0,592,17,0,0,0,0,0,0
684,0,0,0,390,22,0,0,0,0,0,0
1218,0,0,0,765,28,0,0,0,0,0,0
1592,0,0,0,878,20,1,0,0,1,0,0
3829,0,0,1,1172,9,0,0,0,0,0,0
1132,0,0,0,1154,20,0,0,0,0,0,0
5242,0,1,0,767,6,0,0,0,0,0,0
3108,0,0,0,2514,9,0,0,0,0,0,0
1159,0,0,0,1032,20,0,0,0,0,0,0
1994,0,0,0,2165,11,0,0,0,0,0,0
2751,0,0,1,2484,17,0,0,0,0,0,0
3160,0,0,0,779,17,0,0,0,0,0,0
5798,0,0,1,5997,7,0,0,0,0,0,0
1690,0,0,0,2423,18,0,0,0,0,0,0
2721,0,0,0,1290,13,0,1,0,0,0,0
2099,0,0,0,953,14,0,0,0,0,0,0
6387,0,0,0,3150,6,0,0,0,0,0,0
1765,0,0,1,6442,18,0,0,0,0,0,0
1001,0,1,0,492,8,0,0,0,0,0,0
5499,0,1,0,3833,7,0,0,0,0,0,0
566,0,0,0,379,36,1,0,0,0,0,0
3580,0,0,1,6084,11,0,0,0,0,0,0
2965,1,0,0,3948,28,0,0,0,0,0,0
4928,0,0,1,1342,17,0,0,0,0,0,0
1801,0,0,0,1423,19,0,0,0,0,0,0
1966,0,0,0,4676,15,0,0,0,0,0,0
2529,0,0,0,2251,26,0,0,0,0,0,0
2273,0,0,0,2965,28,0,1,0,0,0,0
1756,0,0,1,1590,10,0,0,0,0,0,0
5223,0,0,0,1560,1,0,0,0,0,0,0
990,1,0,0,979,30,0,0,0,0,0,0
1396,0,0,0,2230,10,0,0,0,0,0,0
4970,0,0,0,6078,13,0,0,0,0,0,0
5094,0,0,0,5916,6,0,0,0,0,0,0
2320,0,0,0,4231,5,0,0,0,0,0,0
3977,0,0,1,534,9,0,0,0,0,0,0
1025,0,0,0,1320,25,0,0,0,0,0,0
3113,0,0,0,1934,17,0,0,0,0,0,0
1899,0,0,0,1722,22,0,1,0,0,0,0
67,0,1,0,1423,6,0,0,0,0,0,0
3161,0,0,0,2931,11,0,0,0,0,0,0
816,0,0,0,1663,19,0,0,0,0,0,0
1825,0,0,0,1149,5,0,0,0,0,0,0
5690,1,0,0,743,6,0,0,0,0,0,0
1127,0,0,0,741,9,1,0,0,0,0,0
845,0,1,0,1271,13,0,0,0,0,0,0
90,0,0,0,658,24,1,0,0,0,0,1
1549,0,0,0,4211,19,0,0,0,0,0,0
966,0,0,0,706,40,0,0,0,0,0,0
1316,0,0,0,722,20,0,0,0,0,0,0
2197,0,0,0,2368,9,0,0,0,0,0,0
3581,0,0,0,2919,11,0,1,0,0,0,0
900,0,0,0,999,13,0,0,0,1,0,0
983,0,0,1,2206,19,0,0,0,0,0,0
5368,1,0,0,2359,16,0,0,0,0,0,0
700,0,0,0,720,28,1,0,0,0,0,0
677,0,0,0,938,31,1,0,0,0,0,0
1997,0,0,0,1976,13,0,0,0,0,0,0
313,0,1,0,1351,14,0,0,0,0,0,0
1101,0,0,0,1293,15,0,0,0,0,0,0
1898,0,1,0,1974,16,0,0,0,0,0,0
4137,0,0,1,2591,19,0,0,0,0,0,0
2552,0,0,0,805,13,0,0,0,0,0,0
1738,0,0,0,579,17,0,1,0,0,0,0
3603,0,1,0,3361,9,0,0,0,0,0,0
1337,0,0,0,3891,9,0,0,1,0,0,0
4024,0,1,0,2161,21,0,0,0,0,0,0
1456,0,0,1,2394,17,0,0,0,0,0,0
212,0,0,0,234,31,0,0,0,0,0,0
534,0,0,0,1409,22,0,0,0,0,0,0
6245,0,0,1,1448,14,0,0,0,0,0,0
1345,0,0,0,2142,10,0,0,0,0,0,0
1231,0,0,1,2590,23,0,0,0,0,0,0
2837,0,0,0,503,15,0,0,0,0,0,0
2372,0,0,0,2173,10,0,0,0,0,0,0
1809,0,0,0,2368,7,0,0,0,0,0,0
1289,0,0,0,983,17,0,0,0,0,0,0
3692,0,0,1,966,10,0,0,0,0,0,0
1565,0,0,0,2675,15,0,0,0,0,0,0
3709,0,1,0,3861,2,0,0,0,0,0,0
90,0,1,0,1939,11,0,0,0,0,0,0
2714,0,1,0,816,4,0,0,0,0,0,0
2021,0,0,0,2263,13,0,0,0,0,0,0
2471,0,0,0,2240,18,0,0,0,0,0,0
95,0,0,0,1080,23,0,0,0,1,0,0
1406,0,0,0,2151,16,0,0,0,0,0,0
1426,0,1,0,1908,16,0,0,0,0,0,0
726,0,0,0,1740,37,0,0,0,0,0,0
674,0,0,0,2192,17,0,0,0,0,0,0
4476,0,0,0,499,9,0,0,1,0,0,0
313,0,0,0,309,18,1,0,0,0,0,0
5232,0,0,0,1668,11,0,0,0,0,0,0
3948,1,0,0,1613,19,0,0,0,0,0,0
5929,0,0,1,2882,17,0,0,0,0,0,0
2012,0,0,0,708,19,0,0,0,0,0,0
2072,0,0,0,2227,3,0,0,0,0,0,0
1173,0,0,0,2845,16,0,0,0,0,0,0
4224,0,1,0,4121,16,0,0,0,0,0,0
2836,0,0,1,4593,11,0,0,0,0,0,0
5002,0,0,0,4454,15,0,0,0,0,0,0
3759,0,1,0,1224,12,0,0,0,0,0,0
404,0,0,0,1890,12,0,0,0,0,0,0
1398,0,0,0,430,30,0,0,0,0,0,1
604,0,0,0,752,19,0,0,0,0,0,0
4514,0,0,1,976,4,0,0,0,0,0,0
1595,0,0,1,2197,7,0,0,0,0,0,0
1019,0,0,0,819,16,0,0,0,0,0,0
4968,0,0,0,745,17,0,0,0,0,0,0
666,0,0,1,1195,7,0,0,0,0,0,0
706,0,1,0,2326,9,0,0,0,0,0,0
2223,0,0,0,1451,3,0,0,0,0,0,0
2014,0,0,0,1611,9,0,0,0,0,0,0
2825,0,0,1,558,7,0,0,0,0,0,0
1961,0,0,1,2958,12,0,0,0,0,0,0
2704,0,0,0,1403,8,0,0,1,0,0,0
1048,0,0,0,1104,17,0,0,0,0,0,0
4415,0,0,1,722,16,0,0,0,0,0,0
937,0,0,0,2932,16,0,0,0,0,0,0
1273,0,1,0,2171,8,0,0,0,0,0,0
741,0,0,0,1471,18,0,0,0,0,0,0
5473,0,0,1,6553,9,0,0,0,0,0,0
4066,0,0,0,1765,9,0,0,1,0,0,0
698,0,0,1,576,20,0,0,0,0,0,0
2375,0,0,0,3365,18,0,0,0,0,0,0
2507,0,0,0,1198,17,0,0,0,0,0,0
5309,0,0,1,1273,5,0,0,0,0,0,0
3637,0,0,0,2663,13,0,0,0,0,0,0
5403,0,0,0,5459,5,0,0,0,0,0,0
127,0,0,0,997,16,1,0,0,0,0,0
2624,0,0,0,2667,4,0,0,0,0,0,0
1295,0,0,0,2686,16,0,0,0,0,0,0
3632,0,0,0,680,22,0,0,0,0,0,0
2311,0,1,0,1773,30,0,0,0,0,0,0
1368,0,0,0,1321,21,0,0,0,0,0,0
1734,0,0,0,1521,28,0,0,0,1,0,0
547,0,0,0,642,9,0,0,0,0,0,0
1090,0,0,0,2438,27,0,1,0,0,0,0
3144,0,0,0,3156,11,0,0,0,0,0,0
3207,0,0,0,2472,6,0,0,0,0,0,0
192,0,1,0,1383,9,0,0,0,0,0,0
787,0,0,0,977,21,0,0,0,0,0,0
576,0,0,0,446,38,1,0,0,0,0,0
2045,0,0,0,1652,5,0,0,0,0,0,0
1471,0,0,0,875,18,0,0,0,0,0,0
1342,0,0,0,2582,19,0,0,0,0,0,0
598,0,0,0,968,31,1,0,0,0,0,0
1265,0,0,0,1723,11,0,0,0,0,0,0
1317,0,0,0,2698,19,0,0,0,0,0,1
1463,0,0,1,1425,13,0,0,0,0,0,0
4763,0,0,1,595,4,0,0,0,0,0,0
5821,0,0,1,2460,11,0,0,0,0,0,0
3803,0,0,0,1830,20,0,0,0,0,0,0
972,0,0,1,2167,2,0,0,0,0,0,0
2505,0,0,1,2546,11,0,0,0,0,0,0
3007,0,0,0,1239,8,0,0,0,0,0,0
666,0,0,0,808,13,0,0,0,0,0,0
842,0,0,0,5428,4,0,0,0,0,0,0
4461,0,0,0,5673,5,0,0,0,0,0,0
618,0,0,0,1410,17,1,0,0,0,0,0
582,0,0,0,1170,8,0,0,0,0,0,0
1366,0,0,0,457,22,1,0,0,0,0,0
2860,0,1,0,999,5,0,0,0,0,0,0
932,0,0,0,2461,22,0,0,1,0,0,0
2666,0,0,0,2220,21,0,0,0,0,0,0
2779,0,0,0,430,20,0,0,0,0,0,0
2946,0,0,0,1266,26,0,0,0,0,0,1
5039,0,0,1,618,3,0,0,0,0,0,0
2109,0,0,0,4320,12,0,0,0,0,0,0
3336,0,0,0,1114,27,0,0,0,0,0,0
2884,1,0,0,3638,13,0,0,0,0,0,0
750,1,0,0,1398,18,0,0,0,0,0,0
1908,0,0,0,677,10,0,0,0,0,0,0
1116,0,0,0,342,18,1,0,0,0,0,0
5058,0,0,0,1291,12,0,0,0,0,0,0
808,0,0,0,1167,21,1,0,0,0,0,0
2372,0,0,0,1875,18,0,0,0,0,1,0
612,0,0,0,1736,23,0,0,0,0,0,0
644,0,0,1,577,13,0,0,0,0,0,0
4011,0,0,0,2437,15,0,0,0,0,0,0
2145,0,0,0,5495,5,0,0,0,0,0,0
2083,0,0,0,1114,24,0,1,0,0,0,0
990,0,0,1,2018,22,0,0,0,0,0,0
3569,0,0,0,5187,13,0,0,0,0,0,0
3774,1,0,0,875,18,0,0,0,0,0,0
2313,0,0,0,1575,3,0,0,0,0,0,0
960,0,0,0,607,13,0,0,0,0,0,0
1074,0,0,0,2192,13,0,0,0,0,0,0
2992,0,0,1,6336,19,0,0,0,0,0,0
2873,0,0,0,2156,18,0,0,0,0,0,0
3245,0,0,0,2163,13,0,0,0,0,0,0
2850,0,1,0,1064,3,0,0,0,0,0,0
1189,0,0,0,192,4,0,0,0,0,0,0
1860,0,0,0,3483,16,0,0,0,0,0,0
4431,0,1,0,4227,8,0,0,0,0,0,0
1075,0,0,0,1500,30,0,0,0,0,0,0
481,0,0,0,1867,25,0,0,0,0,0,0
3010,0,0,0,1249,11,0,0,0,0,0,0
2112,0,0,0,2467,16,0,0,0,0,0,0
636,0,0,0,1012,11,0,0,0,0,0,0
1740,0,0,0,2163,24,0,0,0,0,0,1
2611,0,0,0,859,20,0,0,0,0,0,0
1998,0,1,0,2841,13,0,0,0,0,0,0
2136,0,0,1,1231,7,0,0,0,0,0,0
677,0,0,0,1224,15,1,0,0,0,0,0
480,0,0,1,1482,19,0,0,0,0,0,0
2820,0,0,0,1008,10,0,0,0,0,0,0
1570,0,0,0,983,14,0,0,0,0,0,0
674,0,0,0,1189,25,0,0,0,0,0,0
424,0,0,0,726,22,0,0,0,0,0,0
1290,0,0,0,1920,7,0,0,1,0,0,0
3115,0,0,0,1592,19,0,0,0,0,0,0
1253,0,0,0,591,5,0,0,0,0,0,0
510,1,0,0,1018,5,0,0,0,0,0,0
3976,0,0,0,2294,15,0,0,0,0,0,0
1101,0,0,0,2432,10,0,0,0,0,0,0
1749,0,0,0,1889,18,0,1,0,0,0,0
2630,0,1,0,201,7,0,0,0,0,0,0
451,0,0,0,926,9,0,0,0,0,0,0
3171,0,0,0,787,19,0,0,0,0,0,0
1222,0,0,0,272,5,0,0,0,0,0,0
878,0,1,0,1364,11,0,0,0,0,0,0
3994,0,0,1,4195,10,0,0,0,0,0,0
1495,0,0,0,1679,14,0,0,0,0,0,0
4710,0,0,0,938,10,0,0,0,0,0,0
875,1,0,0,1952,10,0,0,0,0,0,0
4572,0,0,0,4746,16,0,0,0,0,0,0
1530,0,1,0,421,11,0,0,0,0,0,0
2402,0,1,0,1634,19,0,0,0,0,0,0
1273,0,0,0,1616,21,0,0,0,0,0,0
2765,0,0,0,1894,14,0,0,0,0,0,1
2684,0,0,0,973,10,0,0,0,0,0,0
6008,0,0,1,5236,10,0,0,0,0,0,0
560,0,0,0,1744,17,0,0,0,0,0,0
3113,0,0,0,242,9,0,0,1,0,0,0
2432,0,0,0,1556,17,0,0,0,0,1,0
2040,0,0,0,1209,23,0,0,0,0,0,0
1516,0,0,0,1489,21,0,0,0,0,0,0
3849,0,1,0,3306,6,0,0,0,0,0,0
3066,0,0,0,930,19,0,0,0,0,0,0
2167,0,0,0,807,23,0,1,0,0,0,0
2801,0,0,0,534,9,0,0,0,0,0,0
3311,0,1,0,2976,7,0,0,0,0,0,0
1641,0,0,0,1905,8,0,0,0,1,0,0
825,0,0,0,300,20,1,0,0,0,0,0
3242,0,1,0,1036,8,0,0,0,0,0,0
2138,0,1,0,2965,11,0,0,0,0,0,0
691,0,0,0,1684,19,0,0,0,0,0,0
3416,0,0,0,1761,6,0,0,0,0,0,0
5147,0,0,0,3217,15,0,0,0,0,0,0
2779,0,1,0,1319,10,0,0,0,0,0,0
2571,0,0,0,2041,28,0,0,0,0,0,0
671,0,0,0,1124,4,0,0,0,1,0,0
